activity,ambience,budget,color,dress_preference,drink_level,height,hijos,interest,user_latitude,user_longitude,marital_status,personality,religion,smoker,transport,weight,Rambience,accessibility,address,alcohol,area,rest_city,country,dress_code,fax,franchise,rest_latitude,rest_longitude,rest_name,other_services,price,smoking_area,state,url,zip,user_age,target_exitoso
professional,friends,medium,blue,informal,casual drinker,1.71,independent,technology,22.078728499999755,-99.1735839999999,single,hard-worker,Catholic,False,car owner,65,familiar,no_accessibility,Tangamanga 7 Tangamanga,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.159357,-100.973411,Restaurant Oriental Express,none,medium,none,SLP,?,78269,44,1
professional,friends,medium,blue,informal,casual drinker,1.71,independent,technology,22.078728499999755,-99.1735839999999,single,hard-worker,Catholic,False,car owner,65,familiar,no_accessibility,Miguel Barragan 46 Centro,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.145893,-100.97487,Restaurant de Mariscos de Picon,none,low,section,SLP,?,79300,44,1
student,family,low,blue,no preference,social drinker,1.8,independent,none,22.1380549999999,-100.936005,single,conformist,Catholic,True,on foot,85,familiar,completely,Ricardo B. Anaya,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.1412198,-100.9313107,Chaires,none,medium,not permitted,San Luis Potosi,?,?,35,1
professional,friends,medium,blue,informal,casual drinker,1.71,independent,technology,22.078728499999755,-99.1735839999999,single,hard-worker,Catholic,False,car owner,65,familiar,no_accessibility,20 de Noviembre 1817 Tlaxcala,Wine-Beer,closed,San Luis Potosi,Mexico,informal,?,f,22.16835,-100.972466,Restaurante Guerra,none,high,section,SLP,?,78038,44,1
professional,friends,medium,blue,informal,casual drinker,1.71,independent,technology,22.078728499999755,-99.1735839999999,single,hard-worker,Catholic,False,car owner,65,familiar,no_accessibility,Venustiano Carranza 719 Centro,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.150802,-100.98268,Tortas Locas Hipocampo,none,medium,not permitted,SLP,?,78000,44,1
student,family,medium,blue,no preference,social drinker,1.71,independent,technology,22.149005,-100.978153,single,hunter-ostentatious,Catholic,True,car owner,75,familiar,no_accessibility,De Guadalupe 460 San Miguelito,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.14161,-100.973142,Restaurant El Muladar de Calzada,none,medium,section,SLP,?,78399,34,0
professional,friends,medium,blue,informal,casual drinker,1.71,independent,technology,22.078728499999755,-99.1735839999999,single,hard-worker,Catholic,False,car owner,65,familiar,no_accessibility,Julian de Los Reyes 400 Centro,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.153703,-100.979033,Restaurante El Cielo Potosino,none,medium,none,SLP,?,78000,44,1
professional,friends,medium,blue,informal,casual drinker,1.71,independent,technology,22.078728499999755,-99.1735839999999,single,hard-worker,Catholic,False,car owner,65,familiar,completely,Av. V. Carranza,Wine-Beer,closed,San Luis Potosi,Mexico,casual,?,f,22.1506428999999,-100.9870148,La Posada del Virrey,none,high,none,San Luis Potosi,?,?,44,1
professional,friends,medium,blue,informal,casual drinker,1.71,independent,technology,22.078728499999755,-99.1735839999999,single,hard-worker,Catholic,False,car owner,65,quiet,no_accessibility,Anahuac 805,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.1478799999999,-100.989471999999,Preambulo Wifi Zone Cafe,Internet,medium,none,SLP,?,?,44,1
professional,friends,medium,blue,informal,casual drinker,1.71,independent,technology,22.078728499999755,-99.1735839999999,single,hard-worker,Catholic,False,car owner,65,familiar,no_accessibility,Nereo Rodriguez Barragan 450 E Centro,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.156376,-100.998355,Koye Sushi,none,high,none,SLP,?,78000,44,1
professional,friends,medium,blue,informal,casual drinker,1.71,independent,technology,22.078728499999755,-99.1735839999999,single,hard-worker,Catholic,False,car owner,65,familiar,no_accessibility,Angel Veral 328 Altamira,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.154687,-100.996617,Restaurante El Chivero S.A. de C.V.,none,high,none,SLP,?,78740,44,1
student,family,low,blue,no preference,social drinker,1.8,independent,none,22.1380549999999,-100.936005,single,conformist,Catholic,True,on foot,85,familiar,no_accessibility,Ricardo B. Anaya,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.1412384,-100.9239252,Dominos Pizza,none,medium,not permitted,San Luis Potosi,?,?,35,1
student,family,low,blue,no preference,social drinker,1.8,independent,none,22.1380549999999,-100.936005,single,conformist,Catholic,True,on foot,85,familiar,no_accessibility,Ricardo B. Anaya,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.1430781,-100.9354788,Tortas y hamburguesas el gordo,none,low,not permitted,San Luis Potosi,?,?,35,0
student,family,medium,blue,no preference,social drinker,1.71,independent,technology,22.149005,-100.978153,single,hunter-ostentatious,Catholic,True,car owner,75,familiar,no_accessibility,Francisco I. Madero 215,Wine-Beer,closed,San Luis Potosi,Mexico,informal,?,f,22.15106,-100.977659,Luna Cafe,none,medium,none,SLP,lunacafe.com.mx,?,34,0
?,family,medium,black,formal,abstemious,1.55,independent,technology,22.078728499999755,-99.25,single,thrifty-protector,Catholic,False,public,53,familiar,no_accessibility,Ricardo Linares 107,Wine-Beer,closed,Cuernavaca,Mexico,formal,?,f,22.122991749999997,-100.8445762,Restaurant Las Mananitas,none,high,none,Morelos,lasmananitas.com.mx,?,33,1
?,family,medium,black,formal,abstemious,1.55,independent,technology,22.078728499999755,-99.25,single,thrifty-protector,Catholic,False,public,53,familiar,no_accessibility,?,No_Alcohol_Served,closed,?,?,informal,?,f,22.122991749999997,-100.8445762,Log Yin,none,low,none,?,?,?,33,0
?,family,medium,black,formal,abstemious,1.55,independent,technology,22.078728499999755,-99.25,single,thrifty-protector,Catholic,False,public,53,familiar,partially,avenida salvador montiel,No_Alcohol_Served,closed,cuernavaca,mexico,casual,?,t,22.122991749999997,-100.8445762,Mariscos Tia Licha,none,medium,not permitted,morelos,?,62320,33,1
?,family,medium,black,formal,abstemious,1.55,independent,technology,22.078728499999755,-99.25,single,thrifty-protector,Catholic,False,public,53,familiar,no_accessibility,Himno nacional esq. Blvd. Juarez,Wine-Beer,closed,Cuernavaca,Mexico,informal,?,f,22.122991749999997,-100.8445762,Mikasa,none,medium,none,Morelos,?,?,33,0
student,friends,high,orange,elegant,casual drinker,1.6,independent,technology,22.156724,-100.984268,single,thrifty-protector,Mormon,False,car owner,68,familiar,completely,esquina santos degollado y leon guzman,No_Alcohol_Served,open,s.l.p.,mexico,informal,?,f,22.1473922,-100.983092,puesto de tacos,none,low,none,s.l.p.,?,78280,34,1
student,friends,high,orange,elegant,casual drinker,1.6,independent,technology,22.156724,-100.984268,single,thrifty-protector,Mormon,False,car owner,68,familiar,no_accessibility,Angel Veral 328 Altamira,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.154687,-100.996617,Restaurante El Chivero S.A. de C.V.,none,high,none,SLP,?,78740,34,0
student,friends,high,orange,elegant,casual drinker,1.6,independent,technology,22.156724,-100.984268,single,thrifty-protector,Mormon,False,car owner,68,familiar,completely,Plaza del Carmen,Wine-Beer,closed,San Luis Potosi,Mexico,informal,?,f,22.1513782,-100.9746337,Unicols Pizza,none,low,none,San Luis Potosi,?,?,34,0
student,friends,high,orange,elegant,casual drinker,1.6,independent,technology,22.156724,-100.984268,single,thrifty-protector,Mormon,False,car owner,68,familiar,no_accessibility,Venustiano Carranza 719 Centro,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.150802,-100.98268,Tortas Locas Hipocampo,none,medium,not permitted,SLP,?,78000,34,1
student,friends,high,orange,elegant,casual drinker,1.6,independent,technology,22.156724,-100.984268,single,thrifty-protector,Mormon,False,car owner,68,familiar,no_accessibility,Constitucion 200 Centro,Wine-Beer,closed,San Luis Potosi,Mexico,informal,?,f,22.1524809999999,-100.973486,Cafeteria y Restaurant El Pacifico,none,medium,section,SLP,?,78000,34,0
student,friends,high,orange,elegant,casual drinker,1.6,independent,technology,22.156724,-100.984268,single,thrifty-protector,Mormon,False,car owner,68,familiar,no_accessibility,sevilla y olmedo 715 a,No_Alcohol_Served,closed,san luis potosi,mexico,casual,?,f,22.156469,-100.98554,Gorditas Doa Gloria,none,low,not permitted,san luis potosi,?,78349,34,0
student,friends,high,orange,elegant,casual drinker,1.6,independent,technology,22.156724,-100.984268,single,thrifty-protector,Mormon,False,car owner,68,familiar,no_accessibility,Ignacio Aldama 300 Centro,Full_Bar,closed,San Luis Potosi,Mexico,informal,?,f,22.1509809999999,-100.977412,La Cantina Restaurante,none,high,none,SLP,lacantinaslp.com,78000,34,0
student,friends,high,orange,elegant,casual drinker,1.6,independent,technology,22.156724,-100.984268,single,thrifty-protector,Mormon,False,car owner,68,familiar,no_accessibility,Ignacio Allende 785 Centro,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.1568829999999,-100.978484999999,Restaurante Marisco Sam,none,medium,none,SLP,?,78310,34,1
student,friends,high,orange,elegant,casual drinker,1.6,independent,technology,22.156724,-100.984268,single,thrifty-protector,Mormon,False,car owner,68,familiar,no_accessibility,Francisco I. Madero 145 Centro,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.151189,-100.977058,Restaurante Versalles,none,low,section,SLP,?,78000,34,1
student,friends,high,orange,elegant,casual drinker,1.6,independent,technology,22.156724,-100.984268,single,thrifty-protector,Mormon,False,car owner,68,familiar,no_accessibility,Francisco I. Madero 215,Wine-Beer,closed,San Luis Potosi,Mexico,informal,?,f,22.15106,-100.977659,Luna Cafe,none,medium,none,SLP,lunacafe.com.mx,?,34,0
student,family,medium,green,formal,abstemious,1.78,kids,variety,22.1594269999999,-100.990448,single,thrifty-protector,Catholic,False,on foot,75,familiar,partially,Cuauhtemoc 455,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.1477379,-100.9906163,Cabana Huasteca,none,medium,none,S.L.P.,?,?,34,0
student,family,medium,green,formal,abstemious,1.78,kids,variety,22.1594269999999,-100.990448,single,thrifty-protector,Catholic,False,on foot,75,familiar,completely,Av. V. Carranza,Wine-Beer,closed,San Luis Potosi,Mexico,casual,?,f,22.1506428999999,-100.9870148,La Posada del Virrey,none,high,none,San Luis Potosi,?,?,34,1
student,family,medium,green,formal,abstemious,1.78,kids,variety,22.1594269999999,-100.990448,single,thrifty-protector,Catholic,False,on foot,75,familiar,no_accessibility,Ignacio Allende 785 Centro,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.1568829999999,-100.978484999999,Restaurante Marisco Sam,none,medium,none,SLP,?,78310,34,0
student,family,medium,green,formal,abstemious,1.78,kids,variety,22.1594269999999,-100.990448,single,thrifty-protector,Catholic,False,on foot,75,familiar,no_accessibility,Santos Degollado 745 los Alamitos,Wine-Beer,closed,San Luis Potosi,Mexico,informal,?,f,22.145108,-100.989547,Restaurant Bar Hacienda los Martinez,none,medium,section,SLP,?,78250,34,1
student,family,medium,green,formal,abstemious,1.78,kids,variety,22.1594269999999,-100.990448,single,thrifty-protector,Catholic,False,on foot,75,familiar,no_accessibility,sevilla y olmedo 715 a,No_Alcohol_Served,closed,san luis potosi,mexico,casual,?,f,22.156469,-100.98554,Gorditas Doa Gloria,none,low,not permitted,san luis potosi,?,78349,34,1
student,family,medium,green,formal,abstemious,1.78,kids,variety,22.1594269999999,-100.990448,single,thrifty-protector,Catholic,False,on foot,75,familiar,no_accessibility,Munoz Sn Centro,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,t,22.165587,-101.001273,Restaurante Tiberius,none,medium,none,SLP,?,64000,34,0
student,family,medium,green,formal,abstemious,1.78,kids,variety,22.1594269999999,-100.990448,single,thrifty-protector,Catholic,False,on foot,75,familiar,no_accessibility,Guajardo Sn San Luis Potosi Centro,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.155651,-100.977767,Restaurant la Chalita,none,medium,section,SLP,?,78000,34,1
student,family,medium,green,formal,abstemious,1.78,kids,variety,22.1594269999999,-100.990448,single,thrifty-protector,Catholic,False,on foot,75,familiar,completely,esquina santos degollado y leon guzman,No_Alcohol_Served,open,s.l.p.,mexico,informal,?,f,22.1473922,-100.983092,puesto de tacos,none,low,none,s.l.p.,?,78280,34,0
student,family,medium,green,formal,abstemious,1.78,kids,variety,22.1594269999999,-100.990448,single,thrifty-protector,Catholic,False,on foot,75,familiar,no_accessibility,Ignacio Aldama 300 Centro,Full_Bar,closed,San Luis Potosi,Mexico,informal,?,f,22.1509809999999,-100.977412,La Cantina Restaurante,none,high,none,SLP,lacantinaslp.com,78000,34,1
student,family,medium,green,formal,abstemious,1.78,kids,variety,22.1594269999999,-100.990448,single,thrifty-protector,Catholic,False,on foot,75,familiar,no_accessibility,Alhondiga 62 Centro,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.156724,-100.975556,Restaurante Alhondiga,none,medium,none,SLP,?,78000,34,0
student,family,medium,green,formal,abstemious,1.78,kids,variety,22.1594269999999,-100.990448,single,thrifty-protector,Catholic,False,on foot,75,familiar,no_accessibility,Nereo Rodriguez Barragan 450 E Centro,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.156376,-100.998355,Koye Sushi,none,high,none,SLP,?,78000,34,0
student,friends,medium,green,informal,casual drinker,1.67,independent,eco-friendly,22.156247,-100.977402,single,thrifty-protector,Catholic,False,on foot,70,familiar,no_accessibility,sevilla y olmedo 715 a,No_Alcohol_Served,closed,san luis potosi,mexico,casual,?,f,22.156469,-100.98554,Gorditas Doa Gloria,none,low,not permitted,san luis potosi,?,78349,34,1
student,friends,medium,green,informal,casual drinker,1.67,independent,eco-friendly,22.156247,-100.977402,single,thrifty-protector,Catholic,False,on foot,70,familiar,no_accessibility,Tangamanga 7 Tangamanga,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.159357,-100.973411,Restaurant Oriental Express,none,medium,none,SLP,?,78269,34,0
student,friends,medium,green,informal,casual drinker,1.67,independent,eco-friendly,22.156247,-100.977402,single,thrifty-protector,Catholic,False,on foot,70,familiar,no_accessibility,Constitucion 200 Centro,Wine-Beer,closed,San Luis Potosi,Mexico,informal,?,f,22.1524809999999,-100.973486,Cafeteria y Restaurant El Pacifico,none,medium,section,SLP,?,78000,34,1
student,friends,medium,green,informal,casual drinker,1.67,independent,eco-friendly,22.156247,-100.977402,single,thrifty-protector,Catholic,False,on foot,70,familiar,partially,Universidad 169,Wine-Beer,open,San Luis Potosi,Mexico,informal,?,f,22.1497088,-100.976092799999,El Rincón de San Francisco,none,medium,only at bar,San Luis Potosi,?,78000,34,1
student,friends,medium,green,informal,casual drinker,1.67,independent,eco-friendly,22.156247,-100.977402,single,thrifty-protector,Catholic,False,on foot,70,familiar,completely,Plaza del Carmen,Wine-Beer,closed,San Luis Potosi,Mexico,informal,?,f,22.1513782,-100.9746337,Unicols Pizza,none,low,none,San Luis Potosi,?,?,34,1
student,friends,medium,green,informal,casual drinker,1.67,independent,eco-friendly,22.156247,-100.977402,single,thrifty-protector,Catholic,False,on foot,70,familiar,no_accessibility,Venustiano Carranza 560 Centro,Wine-Beer,closed,San Luis Potosi,Mexico,casual,?,f,22.151189,-100.98179,Restaurante la Gran Via,none,high,none,SLP,lagranvia.com.mx,78000,34,1
student,friends,medium,green,informal,casual drinker,1.67,independent,eco-friendly,22.156247,-100.977402,single,thrifty-protector,Catholic,False,on foot,70,familiar,no_accessibility,Ignacio Allende 785 Centro,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.1568829999999,-100.978484999999,Restaurante Marisco Sam,none,medium,none,SLP,?,78310,34,1
student,friends,medium,green,informal,casual drinker,1.67,independent,eco-friendly,22.156247,-100.977402,single,thrifty-protector,Catholic,False,on foot,70,familiar,no_accessibility,20 de Noviembre 1817 Tlaxcala,Wine-Beer,closed,San Luis Potosi,Mexico,informal,?,f,22.16835,-100.972466,Restaurante Guerra,none,high,section,SLP,?,78038,34,1
student,friends,medium,green,informal,casual drinker,1.67,independent,eco-friendly,22.156247,-100.977402,single,thrifty-protector,Catholic,False,on foot,70,familiar,no_accessibility,Venustiano Carranza 719 Centro,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.150802,-100.98268,Tortas Locas Hipocampo,none,medium,not permitted,SLP,?,78000,34,1
student,friends,medium,green,informal,casual drinker,1.67,independent,eco-friendly,22.156247,-100.977402,single,thrifty-protector,Catholic,False,on foot,70,familiar,no_accessibility,Ignacio Aldama 300 Centro,Full_Bar,closed,San Luis Potosi,Mexico,informal,?,f,22.1509809999999,-100.977412,La Cantina Restaurante,none,high,none,SLP,lacantinaslp.com,78000,34,1
student,friends,medium,green,informal,casual drinker,1.67,independent,eco-friendly,22.156247,-100.977402,single,thrifty-protector,Catholic,False,on foot,70,familiar,completely,Av. V. Carranza,Wine-Beer,closed,San Luis Potosi,Mexico,casual,?,f,22.1506428999999,-100.9870148,La Posada del Virrey,none,high,none,San Luis Potosi,?,?,34,1
student,friends,medium,green,informal,casual drinker,1.67,independent,eco-friendly,22.156247,-100.977402,single,thrifty-protector,Catholic,False,on foot,70,familiar,no_accessibility,Francisco I. Madero 145 Centro,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.151189,-100.977058,Restaurante Versalles,none,low,section,SLP,?,78000,34,1
student,friends,medium,green,informal,casual drinker,1.67,independent,eco-friendly,22.156247,-100.977402,single,thrifty-protector,Catholic,False,on foot,70,familiar,no_accessibility,Julian de Los Reyes 400 Centro,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.153703,-100.979033,Restaurante El Cielo Potosino,none,medium,none,SLP,?,78000,34,1
student,family,medium,purple,no preference,abstemious,1.63,independent,retro,22.142429,-100.949147,single,thrifty-protector,Catholic,False,public,60,familiar,no_accessibility,?,Wine-Beer,open,?,?,informal,?,t,22.1499013,-100.9937793,shi ro ie,Internet,high,section,?,?,?,33,0
student,family,medium,purple,no preference,abstemious,1.63,independent,retro,22.142429,-100.949147,single,thrifty-protector,Catholic,False,public,60,familiar,completely,?,No_Alcohol_Served,closed,?,?,informal,?,f,22.1353638999999,-100.9349477,sirloin stockade,none,low,none,?,?,?,33,0
student,family,medium,purple,no preference,abstemious,1.63,independent,retro,22.142429,-100.949147,single,thrifty-protector,Catholic,False,public,60,familiar,completely,?,No_Alcohol_Served,closed,?,?,informal,?,f,22.1395776,-101.0278863,dairy queen,none,low,none,?,?,?,33,0
student,family,medium,blue,formal,abstemious,1.65,independent,variety,22.179865,-101.018547,married,thrifty-protector,Catholic,False,public,65,familiar,partially,?,No_Alcohol_Served,closed,s.l.p,?,informal,?,f,22.1735954999999,-100.9946027,Pizzeria Julios,none,medium,not permitted,mexico,?,?,39,0
student,family,medium,blue,formal,abstemious,1.65,independent,variety,22.179865,-101.018547,married,thrifty-protector,Catholic,False,public,65,familiar,no_accessibility,Cordillera de Los Alpes 160 Lomas 2 Seccion,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.140517,-101.021422,Michiko Restaurant Japones,none,medium,none,SLP,?,78210,39,1
student,family,medium,blue,formal,abstemious,1.65,independent,variety,22.179865,-101.018547,married,thrifty-protector,Catholic,False,public,65,familiar,no_accessibility,Munoz Sn Centro,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,t,22.165587,-101.001273,Restaurante Tiberius,none,medium,none,SLP,?,64000,39,0
student,family,medium,yellow,informal,casual drinker,1.58,independent,technology,22.137178,-101.013168999999,single,thrifty-protector,Catholic,False,public,50,familiar,no_accessibility,Lateral Salvador Nava Martinez 3145,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,t,22.1414209999999,-101.013955,Mcdonalds Parque Tangamanga,none,medium,not permitted,SLP,?,78290,35,0
student,family,medium,blue,formal,abstemious,1.65,independent,variety,22.179865,-101.018547,married,thrifty-protector,Catholic,False,public,65,familiar,completely,Av. V. Carranza,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,t,22.1480965,-101.0173023,Carls Jr,none,medium,not permitted,San Luis Potosi,?,?,39,0
student,family,medium,yellow,informal,casual drinker,1.58,independent,technology,22.137178,-101.013168999999,single,thrifty-protector,Catholic,False,public,50,familiar,no_accessibility,Cordillera de Los Alpes 675 Loma Verde,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.135011,-101.0286,Restaurante de Mariscos la Langosta,none,medium,none,SLP,?,78214,35,0
student,family,medium,yellow,informal,casual drinker,1.58,independent,technology,22.137178,-101.013168999999,single,thrifty-protector,Catholic,False,public,50,familiar,completely,?,Full_Bar,closed,?,Mexico,informal,?,f,22.1489337,-101.019844999999,Gordas de morales,none,medium,section,San Luis Potosi,?,?,35,0
student,family,medium,blue,formal,abstemious,1.65,independent,variety,22.179865,-101.018547,married,thrifty-protector,Catholic,False,public,65,familiar,completely,?,Full_Bar,closed,?,Mexico,informal,?,f,22.1489337,-101.019844999999,Gordas de morales,none,medium,section,San Luis Potosi,?,?,39,1
student,family,medium,blue,formal,abstemious,1.65,independent,variety,22.179865,-101.018547,married,thrifty-protector,Catholic,False,public,65,familiar,no_accessibility,Lateral Salvador Nava Martinez 3145,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,t,22.1414209999999,-101.013955,Mcdonalds Parque Tangamanga,none,medium,not permitted,SLP,?,78290,39,0
student,family,medium,blue,formal,abstemious,1.65,independent,variety,22.179865,-101.018547,married,thrifty-protector,Catholic,False,public,65,familiar,no_accessibility,Venustiano Carranza 2175 Jardin,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.148854,-101.008472,la Cochinita Pibil Restaurante Yucateco,none,high,section,SLP,?,78270,39,1
student,solitary,low,purple,informal,casual drinker,1.59,independent,variety,22.118464,-100.938256,single,thrifty-protector,Catholic,False,public,60,familiar,no_accessibility,Munoz Sn Centro,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,t,22.165587,-101.001273,Restaurante Tiberius,none,medium,none,SLP,?,64000,36,0
student,solitary,low,purple,informal,casual drinker,1.59,independent,variety,22.118464,-100.938256,single,thrifty-protector,Catholic,False,public,60,familiar,no_accessibility,Venustiano Carranza 719 Centro,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.150802,-100.98268,Tortas Locas Hipocampo,none,medium,not permitted,SLP,?,78000,36,0
student,family,medium,blue,formal,abstemious,1.65,independent,variety,22.179865,-101.018547,married,thrifty-protector,Catholic,False,public,65,familiar,no_accessibility,Angel Veral 328 Altamira,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.154687,-100.996617,Restaurante El Chivero S.A. de C.V.,none,high,none,SLP,?,78740,39,0
student,family,medium,blue,formal,abstemious,1.65,independent,variety,22.179865,-101.018547,married,thrifty-protector,Catholic,False,public,65,familiar,no_accessibility,Rio Papaloapan 265 Lomas de San Luis (3),No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.145813,-101.018031999999,El Mundo de la Pasta,none,high,section,SLP,?,78210,39,1
student,family,medium,blue,formal,abstemious,1.65,independent,variety,22.179865,-101.018547,married,thrifty-protector,Catholic,False,public,65,familiar,no_accessibility,Venustiano Carranza 1809 C Polanco,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.149192,-101.002936,Sushi Itto,none,medium,none,SLP,sushi-itto.com.mx,78220,39,1
student,solitary,low,purple,informal,casual drinker,1.59,independent,variety,22.118464,-100.938256,single,thrifty-protector,Catholic,False,public,60,familiar,no_accessibility,1a. de Lozada 1,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.14955,-100.97797,El Rincon de San Francisco,none,medium,none,SLP,?,?,36,0
student,solitary,low,purple,informal,casual drinker,1.59,independent,variety,22.118464,-100.938256,single,thrifty-protector,Catholic,False,public,60,familiar,no_accessibility,Constitucion 200 Centro,Wine-Beer,closed,San Luis Potosi,Mexico,informal,?,f,22.1524809999999,-100.973486,Cafeteria y Restaurant El Pacifico,none,medium,section,SLP,?,78000,36,0
student,solitary,low,purple,informal,casual drinker,1.59,independent,variety,22.118464,-100.938256,single,thrifty-protector,Catholic,False,public,60,familiar,no_accessibility,Lateral Salvador Nava Martinez 3145,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,t,22.1414209999999,-101.013955,Mcdonalds Parque Tangamanga,none,medium,not permitted,SLP,?,78290,36,0
student,solitary,low,purple,informal,casual drinker,1.59,independent,variety,22.118464,-100.938256,single,thrifty-protector,Catholic,False,public,60,familiar,completely,?,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.1416471,-100.9927118,Cafe Chaires,none,low,not permitted,San Luis Potosi,?,?,36,0
student,solitary,low,purple,informal,casual drinker,1.59,independent,variety,22.118464,-100.938256,single,thrifty-protector,Catholic,False,public,60,familiar,no_accessibility,Guajardo Sn San Luis Potosi Centro,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.155651,-100.977767,Restaurant la Chalita,none,medium,section,SLP,?,78000,36,0
professional,solitary,medium,blue,informal,social drinker,1.69,independent,variety,22.172109,-100.963199,single,hard-worker,Catholic,True,car owner,69,familiar,completely,Av. Saan Luis enttre moctezuma y salinas,No_Alcohol_Served,closed,San Luis Potosi,mexico,informal,?,f,22.17655535,-100.9584358,Hamburguesas saul,none,low,none,San Luis Potosi,?,78433,42,0
student,family,high,purple,informal,social drinker,1.9749999999999999,independent,technology,22.184862,-100.970535,single,conformist,Catholic,True,public,70,familiar,no_accessibility,Mexico 2015 Providencia,Wine-Beer,closed,San Luis Potosi,Mexico,informal,?,f,22.17655535,-100.973614,Restaurante Pueblo Bonito,none,high,none,SLP,?,78395,36,0
student,family,high,purple,informal,social drinker,1.9749999999999999,independent,technology,22.184862,-100.970535,single,conformist,Catholic,True,public,70,familiar,no_accessibility,sevilla y olmedo 715 a,No_Alcohol_Served,closed,san luis potosi,mexico,casual,?,f,22.156469,-100.98554,Gorditas Doa Gloria,none,low,not permitted,san luis potosi,?,78349,36,1
student,solitary,low,green,formal,social drinker,1.72,independent,technology,22.122989,-100.923811,single,hard-worker,Catholic,False,public,68,familiar,completely,Ricardo B. Anaya,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.1412198,-100.9313107,Chaires,none,medium,not permitted,San Luis Potosi,?,?,36,0
student,solitary,low,green,formal,social drinker,1.72,independent,technology,22.122989,-100.923811,single,hard-worker,Catholic,False,public,68,familiar,completely,Av. Coral,No_Alcohol_Served,closed,San Luis Potosi,Mexico,informal,?,f,22.1312917,-100.9371941,Hamburguesas Valle Dorado,none,low,none,San Luis Potosi,?,?,36,0
student,family,high,purple,informal,social drinker,1.9749999999999999,independent,technology,22.184862,-100.970535,single,conformist,Catholic,True,public,70,familiar,no_accessibility,524 Soledad de Graciano Sanchez,No_Alcohol_Served,closed,Soledad,Mexico,informal,?,f,22.17655535,-100.944518,pizza clasica,none,medium,none,SLP,?,?,36,1
student,family,high,purple,informal,social drinker,1.9749999999999999,independent,technology,22.184862,-100.970535,single,conformist,Catholic,True,public,70,familiar,completely,Av. Saan Luis enttre moctezuma y salinas,No_Alcohol_Served,closed,San Luis Potosi,mexico,informal,?,f,22.17655535,-100.9584358,Hamburguesas saul,none,low,none,San Luis Potosi,?,78433,36,0
student,solitary,low,green,formal,social drinker,1.72,independent,technology,22.122989,-100.923811,single,hard-worker,Catholic,False,public,68,familiar,completely,carr. mexico,Wine-Beer,closed,San Luis Potosi,Mexico,informal,?,f,22.1378633,-100.9383273,Sirlone,none,medium,none,San Luis Potosi,?,?,36,1
